0.605724 	0.997916 	3.47123e-19 	2.93559 	-0.00360636 	0
0.617172 	0.993749 	3.47125e-19 	2.84058 	-0.104523 	0
0.62862 	0.989582 	-1.3876e-18 	2.7696 	-0.119817 	0
0.640067 	0.985416 	-4.16315e-18 	2.6746 	-0.228438 	0
0.651515 	0.981249 	-2.77537e-18 	2.57876 	-0.359635 	0
0.662963 	0.977082 	-6.93703e-19 	2.52927 	-0.424414 	0
0.674411 	0.972916 	-2.77537e-18 	2.43179 	-0.53322 	0
0.685859 	0.968749 	-6.59176e-18 	2.38265 	-0.610862 	0
0.697306 	0.964582 	-5.89787e-18 	2.32984 	-0.6973 	0
0.708754 	0.960416 	-5.20398e-18 	2.28229 	-0.763813 	0
0.720202 	0.956249 	-9.36731e-18 	2.24721 	-0.828073 	0
0.73165 	0.952082 	-9.36731e-18 	2.25913 	-0.870914 	0
0.743098 	0.947916 	-7.63259e-18 	2.29919 	-0.885537 	0
0.754545 	0.943749 	-8.32647e-18 	2.31439 	-0.901746 	0
0.765993 	0.939582 	-1.04081e-17 	2.32933 	-0.876989 	0
0.777441 	0.935416 	-8.32647e-18 	2.33514 	-0.875469 	0
0.788889 	0.931249 	-2.77535e-18 	2.34712 	-0.869913 	0
0.800337 	0.927082 	3.47153e-19 	2.34878 	-0.863231 	0
0.811785 	0.922916 	2.10014e-22 	2.34704 	-0.853605 	0
0.823232 	0.918749 	1.38799e-18 	2.34471 	-0.848261 	0
0.83468 	0.914582 	8.32689e-18 	2.34324 	-0.847005 	0
0.846128 	0.910416 	1.31841e-17 	2.34048 	-0.847275 	0
0.857576 	0.906249 	1.28372e-17 	2.33837 	-0.847342 	0
0.869024 	0.902082 	1.14494e-17 	2.33773 	-0.847211 	0
0.880471 	0.897916 	1.35311e-17 	2.33895 	-0.847608 	0
0.891919 	0.893749 	1.73475e-17 	2.33977 	-0.847871 	0
0.903367 	0.889582 	1.80414e-17 	2.33932 	-0.847993 	0
0.914815 	0.885416 	1.66536e-17 	2.33828 	-0.848137 	0
0.926263 	0.881249 	1.59597e-17 	2.33637 	-0.848641 	0
0.93771 	0.877082 	2.18578e-17 	2.33493 	-0.849365 	0
0.949158 	0.872916 	2.94905e-17 	2.33454 	-0.84988 	0
0.960606 	0.868749 	3.19192e-17 	2.33443 	-0.850862 	0
0.972054 	0.864582 	3.53886e-17 	2.33396 	-0.851866 	0
0.983502 	0.860416 	3.53886e-17 	2.33359 	-0.852318 	0
0.99495 	0.856249 	3.46947e-17 	2.33361 	-0.852454 	0
1.0064 	0.852082 	3.50417e-17 	2.3351 	-0.852078 	0
1.01785 	0.847916 	3.40008e-17 	2.3377 	-0.851446 	0
1.02929 	0.843749 	3.67764e-17 	2.33889 	-0.85105 	0
1.04074 	0.839582 	3.9552e-17 	2.33912 	-0.850892 	0
1.05219 	0.835416 	3.78172e-17 	2.33888 	-0.850461 	0
1.06364 	0.831249 	4.26745e-17 	2.3376 	-0.849775 	0
1.07508 	0.827082 	4.96134e-17 	2.33643 	-0.849612 	0
1.08653 	0.822916 	4.71848e-17 	2.33663 	-0.849761 	0
1.09798 	0.818749 	4.23275e-17 	2.33699 	-0.849856 	0
1.10943 	0.814582 	4.30214e-17 	2.33768 	-0.850215 	0
1.12088 	0.810416 	5.03073e-17 	2.33847 	-0.850611 	0
1.13232 	0.806249 	5.41237e-17 	2.33875 	-0.850643 	0
1.14377 	0.802082 	5.16951e-17 	2.33878 	-0.850596 	0
